1,7,Quiz on Essentials of Essay WritingYou have earned 3 point(s) out of 3 point(s) thus far.EW1-TO-S2Instructions: In the following paragraph transitions have been removed. Write an appropriate transition from the list given below in each of the blanks in the paragraph.: Major ideas: first second for one thing for another thing finally Examples: for example for instance Additional examples: in addition also additionally moreover Conclusions: all in all on the whole as one can see Sources for College Writing Students can draw on a variety of sources to help them with writing assignments. (1)________________First _____ they can draw on personal experiences. (2)_______For example___________ for an assignment about communication skills a writer might think about the way he or she communicates through conversations with others while at work or at home. (3)______In addition___________ a writer might look at ways he or she communicates with others electronically via email or texting or Facebook. Students might (4)_______in addition__________ find examples of written communication skills by looking at skills they’ve learned for previous writing assignments. (5)__________Second_______________ student writers can look for ideas from other people’s experiences. (6)__________In addition_____________ writers can interview other students or even family members. (7)________Also______________ a writer may have heard others talk about this topic maybe in class. (8)_______Another_____________ source would be television shows on the topic of communication. (9)______In addition____________ college writers may find that they need to do some research to complete an assignment. (10)______For example____________ lots of experts have written articles or books on the topic of communication skills. (11) __________Moreover____________ a search of “communication skills” on the internet might provide useful information; (12)_____Moreover___________ reference librarians can help students find research materials in special collections or databases. (13) ______Also________ college writers need to be able to draw on a combination of personal experience observations of others and research materials to develop their written assignments.
1,8,Exercise 1Make the following sentences more concise without removing any information.We are working hard so the poor are given the basic essentials to lift themselves out of poverty.We are working hard to provide basic needs to the poor to overcome poverty.Students should make contact with us for help with their future plans prior to the start of semester.Students should contact us to get help for their future plans at the start of semester.It is apparent that the tragedy could have been avoided if the company had talked to workers regarding hazards which existed in the workplace.Apparently the tragedy could have been avoided if the company had talked to workers regarding hazards in the workplace.The total population of the island is 12046 with the future possibility of 5% growth by 2012.The population of the island is 12046 with the possibility of 5% growth by 2012A commerce graduate can leverage knowledge they have acquired in their coursework and apply it to the real world.A commerce graduate can apply their knowledge in the course work in the real world.Exercise 2Make the following paragraphs more concise without removing any information.As of 4 August students will be selected using processes which have been created in accordance with legal requirements. These processes will be used along with our diversity strategy and all of its relevant policies about student selection.From 4 August the students will be selected using the process in accordance with legal requirements along with our diversity strategy and our student policies.The Passport Office is replacing free of charge until the dates specified any current passport lost damaged or destroyed as a result of the recent floods. Eligible applicants should contact the Passport Information Service (PIS) on 998 9988 for further information.The Passport office is replacing any passport lost damaged or destroyed as result of floods. Eligible applicants should contact Passport Information Service on 998 9988 for information.If an agency or organization breaches the privacy principles our office may investigate the matter. Individuals can also make a privacy complaint to us about an agency or organization if they think their information has been mishandled.We can investigate if the agency breaches the privacy principles the individuals can also make a complaint about agency if their information is mishandled.Aid Agency works to bring immediate assistance to people whose lives have been devastated by natural disasters and conflict. Through our work we provide emergency relief in the initial stages of the disaster and we also provide continued support to affected communities as they rebuild and rehabilitate towards a sustainable future.The agency helps the people who are suffering from natural disasters and conflict. They also provide relief in initial stages and provide support for communities as they rebuild. A great number of people feel that people who work for the government need to be able to communicate with the public in a more effective way.The people feel that people who work for government should communicate in a more effective way.
1,9,Exercise 1Make the following sentences more concise without removing any information.In spite of the fact that our budget for advertising is now higher our sales figures have not gotten any better.Although our budget for advertising is higherthe sales are not better. In the event of an emergency such as a fire or earthquake please exit the building as soon as you possibly can.In case of fire or earthquake exit the building as fast as you can.We currently have several available job openings for a variety of positions in our Sales department.We have several job openings for a variety of positions in sales department. The reason I’m having trouble with my computer is because the antivirus has not been updated at all recently.The problem occurred in computer because the antivirus is not updated.We consider the candidate to be a very good fit for either of the two positions.We consider the candidate to be fit for either positions. As we discussed during our previous phone call the shipping charges on your next order with us will be waived.As discussed in our phone call the shipping charges on your order is waived. We are now in the process of evaluating how to address the issue that exists regarding the performance of our team members.We are evaluating the issues of performance of our team members.Our researchers carried out interviews with several people who are professionals in the health care industry.Our researchers carried interviews with people with health care industry professionals. Please change the information on your employee profile to include the most recent information.Update your employee profile to get recent information.10. We would like to offer congratulations to all the people who participated in and completed the training program.Congratulations to the people who completed training program.
10,1,Task-1:Personal signature blockThanks and Regards-----------------------------------------Saisree Email: “Its never over you always have a chance”. Task-2:Professional signature blockThanks and Regards-------------------------------------------------Saisree Bussa StudentMSIT (IIIT-H)Email: Ph: 8519954825
10,2,To: Subject: Performance Appraisal.Dear XXX Hope you are doing well with the ongoing project. The last module you have done was good. I look forward for your best performance in your upcoming projects. From what I’ve observed I suggest you to play along with your team. Though there are no issues with working of the module the presentation to client is not so impressive. I suggest you to build up your presentation skills.Hope you give your best further. Thank you.B.SaisreeSaisree.bussa@gmail.com
10,3,From: SaisreeTo: ArunCC:HashmithaSubject: Arun meet Hashmitha. Hashmitha meet ArunArun I want to introduce you to Hashmitha. She’s been a partner at Venture Capital Inc. for the last 2 years and I know you’re looking for a content developer about nurturing your new website you are making. She’s probably too modest to mention it but she was in Time Magazine last week and her fund has produced 30x returns last year. She is been my good friend since college. Hashmitha Arun is a team manager at The Bombay AccerInc and is looking for a content developer for his team. As I mentioned to you he’s the rare breed of manager who handles the team and face any problem comes on. You both grew up in Hyderabad and are now based in Bombay.Arun – will you follow up with Hashmitha over email to set up a phone call? Thanks-Saisree
10,4,MODULE : When i was searching some career websites this week i noticed that your company has a lookout for an intern this summer. The position sounds great. Can you call me back and email and inform me about the application process.
10,5,Professors are not mostly appears on Television. But showing themselves on tv have its own advantages and disadvantages sometimes.Professors come to television shows to share their knowledge to all the people who may not attend the high reputed universities. Their research which is done for many years can be shared with all the people.By doing this there are advantages for TV networks professors and also the public.For professors who appears on the screen their ideas will be shared with public who can get many appreciations for their work. And also get good reputation for themselves.For universities which there professors work for also get benefited by this to get good reputation and a positive feel about the university for having such good professors.But the disadvantages of showing on TV can also be like waste of a lot of important time which can be used for their research instead.And it is also known that professors who show themselves on screen are not invited to important meeting. As they share everything to public and also sometimes do not get money for their research. So showing upon TV have advantages and disadvantages of its own.
10,6,Altruism is a type of behavior in which an animal sacrifices its own interest for another animal or group of animals. Altruism is something to different to selfishness; where we can see them in Meerkat which is a mammal that dwells in burrows in grassland areas of Africa.These animals guard the group while the other animals are busy keeping fed themselves they give a cry alarm to the group to indicate the danger of the predictors on them. This takes them to grave danger and lets them starve.It can also be seen in humans as they donate their food and clothes to other people who require it and also donate blood and body organs who requires them.But as per the lecture it is said that Meerkats make it more danger to the groups by guarding to the predictors as their cry allures predictors easily and the guarding meerkat also make other groups react with their cries.And as humans get little much of reward for their donations like name and fame which wouldn’t be of any materialistic use
100,1,Altruism is one the behaviour in animals and humans. behaviour of Altruism results in sacrifying the need to group around humans and animals so that they feel comfortable and satisfied by helping.in todays Altruism in humans have become rare because of selfishness and competency world. the freedom for the people is dying because of lack of altruism in people. Not all animals have behaviour like altruism because of one type of species that has sacrificed food and life to help others that happened in africa. some may have that nature but most of the times they won't .dogs sacrifice their life to help one who feeds it with food but it doesn't heps the other dog.the behaviour of altruism depends up on the types of animal species and the humans up on their nature and locality in which there are living. to summarize the topic i believe that one can get gain after his sacrificeyoung adults usually wants to have independence from their parents in some state and also love to live with their parents.younger adults are more intelligent and make things faster than they are before because of they come across various types of environments. I think its better to live their families because the parents give birth to a child and they look over them better than any other by giving their love to their child they think that their child is good and smart than any other and they dream over their child's future by giving effective needs to them. there is one example to support this reason is my childhood friend who was born in middle-class family and he is very intelligent. their parents work hard to run the family.he was interested in higher studies and their parents helped him for his studies regardless of their their position. now he is job holder in top mnc company and made his parents happy too.so that if we live with our families than we can achieve any goal regardless of our position where we stand by with love with our families.I conclude that we should help our parents and should live with them for whole life because they helps us from our childhood and takes care of us and they achieve nothing by helping us. so we should understand the point and try to be with our family as long as we live.
100,10,Writing Task-1The passage is talking about the benefits of the appearance of professors on television and the lecture opposes the appearance of professors on television.Now a day’s some professors are giving their ideas on television to get reputation for their university publicity but the time is wasted to travel to the studio and sitting in front of cameras. If the spends that time for their university students they would be benefitted.Professor giving a lecture on television or sharing their ideas may increase the knowledge for the people who watch it but it doesn’t meet the standards of the lecturer. Some professors share their ideas about current affairs history or movies but it doesn’t help the people who watch it but it can be done by the media persons in a efficient manner and it also diminishes the name of the university of the professor who works in. rather than giving such ideas on television if the works on this experiments or solving the doubts to their students may help him for his career.Because of the above reasons it may seem disadvantage for the professors appearing on television and it would bring negative impression for the professor or his/her university.Writing Task-2I agree with the statement “Young people enjoy life more than old people do” but the enjoyment may differ by their age and the responsibilities that they have.Young people enjoy their life by studying and achieving more knowledge about the science or the outside culture. Education is the key to achieve to achieve success and enjoyment because one can earn respect by achieving knowledge in specific field. For instance my friend achyuth is the best example for this. He is working as software engineer in google. He used to work hard in studies from his childhood. He used to solve the problems in an online website and he used to enjoy by it. this was seen by google company and recruited him as software engineer. So he is enjoying his life in way that cannot be measured. This is the one of the instance where is support having knowledge in young life can make life happy. Another instance is one of my friend named sindhuja National badminton player. She used to do lot of practice from her childhood to achieve her goal in badminton. she plays for the telangana state in india. She used to enjoy by playing as shehas no tensions and responsibilities at young age. She achieved the award as best National badminton player of the year 2015.We can achieve whatever we want and can enjoy our life only at our young age. As we get older our responsibilities increases and if we are not in good position it is very bad to bear that situation. So I completely agree with the statement that “Young people enjoy life more than old people do” by considering above reasons and instances as examples.
100,2,From: VikasTo: HasmithaCC: ArunSubject: Arun meet Hasmitha. Hasmitha meet ArunMr. Arun I want to introduce you to Ms. Hasmitha. she is a content developer working in our company since 2 years and I know that you are looking for a strong employee to fill in the spot in content development team. She has an experience of 8 years in content development. She has been received “Best Content Design” award in 2013.she has been my good friend since childhood.Ms. Hasmitha Arun is a team manager in AccerInc Bombay and he is looking for a content developer in his company. I think that you can fit into that company as you are looking for a better job in Bombay after you get married.As one of you looking for an employee and other for employment in Bombay I think you both should follow up once. Thanks-Vikas
100,3,Q1)MOVIE TITLE: UPENDRAWHY: The telugu movie UPENDRA is one of the favourite movie for his fans. It was directed and acted by Upendra. Coming to opening scene the hero’s character named “nenu”who disturbed a girl one who is the daughter of a millionarie. Then her father sends the rowdy gang to beat him. The gang comes to his street and asks the name of the person who teased thier boss daughter. Then every one says “nenu”the name of the hero which means “Iam” in English. Then the rowdy gang beats every one in the street since the don’t know that it’s a name of a person.MOVIE TITLE: ORU VADAKKAN SELFIEWHY: The tamil movie ORU VADAKKAN SELFIE was directed by prajith Karanavar. The hero goes to steal the question paper of his tomorrow’s exam and every one in his gang waits eagerly for him. The hero successfully steals the question paper and every one in his gang prepares best from the leaked paper for thier exam. Before entering the examination hall the hero’s gang decides not to attempt all the questions and every one should attempt not more than three out of five questions. Their selection of questions should be different from one another. While they receive the question paper every one’s face becomes pale and they all looks angry at the hero one who leaked question paper and they gives their emty answer sheet back to the invigilator. Q2)Essay-1: I have never been to varnasiwhich is the spiritual capital of india in northern indian state of uttar pradesh. I would love to go their one day as iam a god lover. I heard that it is very different regarding culture people are so nice. Mostly the people visit there during the last breath of thier life so that thier soul get mixed with lord shiva. Why I like this place so specific because we can remember our olden days by seeing the nature over there and Even though the climate of india changes the climate of varnasi doesn’t get affected.
100,4,Fill in the BlanksSources for College Writing Students can draw on a variety of sources to help them with writing assignments. (1) Firstly they can draw on personal experiences. (2) Secondly for an assignment about communication skills a writer might think about the way he or she communicates through conversations with others while at work or at home. (3) Also a writer might look at ways he or she communicates with others electronically via email or texting or Facebook. Students might (4) additionally find examples of written communication skills by looking at skills they’ve learned for previous writing assignments. (5) In addition student writers can look for ideas from other people’s experiences. (6)For instance writers can interview other students or even family members. (7)Also a writer may have heard others talk about this topic maybe in class. (8)Addtional source would be television shows on the topic of communication. (9)Moreover college writers may find that they need to do some research to complete an assignment. (10)In addition lots of experts have written articles or books on the topic of communication skills. (11) For one thing a search of “communication skills” on the internet might provide useful information; (12)For another thing reference librarians can help students find research materials in special collections or databases. (13) All in all college writers need to be able to draw on a combination of personal experience observations of others and research materials to develop their written assignments.
100,5,Exercise 11) We are working for the people to lift themselves out of poverty.2) Students should contact us regarding thier future plans before semester starts.3)Apparently tragedy could have been avoided if the company have talked to workers about workplace dangers.4) The population of island is 12056 and expected to 5% growth by 2012.5)A commerce graduate can apply thier knowledge in real world hat aquired in thier couse work.Exercise 21) From august 4th students will be selected using processes which meets legal requirementsdiversity strategies and its relevant policies about student selection.2) The Passport Office is providing free replacement for current passport lostdamaged or destroyed in the recent floods.For any queries contact the Passport Information Service on 9989988.3) Individuals can make a privacy complaint to us if their information has been by mishandled by any agency or organization.4) Aid agency help people affected by natural disasters and conflict.It provides emergency relief when disaster occurs and continued support to affected communities as they rebuild. 5) Most of the people feel that the government employees need to be effectively communicative with the public.
100,6,1) Although our budget for advertising is now higher our sales have not gotten any better.2)In any emergencyplease exit the building as soon as possible.3) We have several job openings for various positions in sales department.4) I’m having trouble with my computer because the antivirus has not been updated recently.5) We consider the candidate who fits good for either of the positions.6) As we discussed. The shipping charges will be waived from your next order.7) We are evaluating how to address the issue regarding the performance of our team members.8) Our researchers had interviewed the proffesionals in the health care industry.9) Please include most recent information on your employee profile.10) We congratulate the people who participated and completed the training program.
100,7,1) We hope this decision won’t show negative impact on our firm’s reputation.2) The training program prepares every participant for their upcoming certification test.3) Could you recommend a contractor in this area to us.4) I might get together with some people in my MBA program this weekend.5) She is professional courteous and pucntual towards work.6) We addressed the problem during our weekly meeting.7) Please tell the john about the deal’s benifit and convince him to accept it.8) Our recruiters recruit qualified professionals in our area.9) Carlos speak sfluent English intermediate Portugese and can converse German.10) You have an excellent opportunity to take advangtage of.
100,8,It was a summer vacation were my friends had a free time to spend and we have planned an adventure tour to Nallamallathe section of the Eastern ghats.On our way to Nallamalla we were taking pictures and selfies. My experience after the tour made me to start a children foundation.We have reached the forest by 8.00 pm and every one in our batch were tired. We were starving for food and asked the local tribes for food. Mean while a lady was passing by with her child understood our situation and invited us for the dinner. She has a very small hut but very kind heart. We all enjoyed the beauty of forest and wild life. We had a great experience of mount trecking and hill diving. The water beneath the rock is crystal clear and we enjoyed diving into it. Our fun lasted for three days and suddenly we saw the sparks of fire in the woods it was the negligence of villagers nearby and the forest caught fire. In the forest fire many animals and tribal people died and the poor child lost his mother. We were emotional and saved the child from fire and left the forest informing the same to forest department.By seeing the orphaned child my friends and me made have decided to help such children and we started a foundation named “Help child to grow”. This foundation aims at helping orphaned children by providing education and moral support to lead in their life.
100,9,Rewriting a passage:When I was surfing some career websites this week I found that your company is looking for an intern this summer. The position sounds good. Could you please send me an email with the details of application process.
101,1,Here in passage and in lecture mainly focussed on professors being at the television show. In the passage it is said if the professor can be appear in the television news programs. These television appearances are great benefit to the professors and to their universities and to the general public also.In the passage it also states that when a professor shares his ideas with the scholars that ideas will be limited only to that particular ideas whereas when the professor shares his ideas through television all general public will come to his ideas. Where as in the lecture it says that the general public are interested to see something that kind of lecture in the television that too after the post lunch in the lecture it also says even a TV reporter who has done some research can also be able to do that.In the passage it says that the university will also benefit from such programs the general public will come to about the university standards and it also improves donations potential students will apply for admissions. But in the universities some of the professors don’t like this and they start avoiding them in the meetings etc. is said in the lecture.In the passage it is also discussed that the most television viewing people will have chance to see a university professor like this The viewers will not a complete idea about the topic which the professor discussed in the program but the they will have idea about what he had discussed .Topic: Young people enjoy life more than older people do.In general Young ones enjoy their life because of their age and the free time they have than the older ones. The older people will have a lot of responsibilities they might have crossed the young age and they have enjoyed in the younger life. After crossing certain age they will have certain responsibilities to do. They have to look after their family and certain important things than enjoying.Young ones will have not have a troubles and tensions and more over they don’t have any responsibilities to do. Their duties are just simple to enjoy in their life as much as they can if once they have crossed their younger age they to will stop enjoying in their life.The older ones are also once they are younger ones they to might also have enjoyed their life than their younger ones this is a cyclic process.The younger will enjoy more than the older ones.
101,2,Major ideas: first second for one thing for another thing finally Examples: for example for instance Additional examples: in addition also additionally moreover Conclusions: all in all on the whole as one can see Sources for College Writing Students can draw on a variety of sources to help them with writing assignments. First they can draw on personal experiences. Example for an assignment about communication skills a writer might think about the way he or she communicates through conversations with others while at work or at home. In addition a writer might look at ways he or she communicates with others electronically via email or texting or Facebook. Students might also find examples of written communication skills by looking at skills they’ve learned for previous writing assignments. Second student writers can look for ideas from other people’s experiences. For instance writers can interview other students or even family members. In addition a writer may have heard others talk about this topic maybe in class. For one thing source would be television shows on the topic of communication. All in all college writers may find that they need to do some research to complete an assignment. On the whole lots of experts have written articles or books on the topic of communication skills. As one can see a search of “communication skills” on the internet might provide useful information; Moreover reference librarians can help students find research materials in special collections or databases. Finally college writers need to be able to draw on a combination of personal experience observations of others and research materials to develop their written assignments.
101,3,The person that influenced most in my life is my Father.It’s not because he is my father he had influence on me he is more than a friend to me.He had guided me all through my carrer.I have got inspired from the way he guided me and my brotherhe had understood the capabilities of mine and my brother and had suggested the respective careers to choose.Though he had suggested he had left the final decision to us which I think is wonderful move.The way he raised us is also an inspiring thing which inspired me much. In the initial stages of my life everything was done my himwhen I started growing he had left the decisions on my ownwhich I think is the most inspiring move.Write an email to your companys CEO describing a unique business idea you have. Explain how the business idea can help the company and request the CEO to allow you to execute the idea in the company.Sub: regarding the new business idea.Sir I would like to propose a new business idea which is very unique in my point.I think this will help our company in employees point and in the companys point also.I think this idea is the better than an exciting thing which we are following nowthis will save a lot of time. More than the timeit will also save a lot of money which can be used for other good purposes. So I request to you execute this idea in our company. Thanking you sirThanks& regardsvivek.b
